,Date,FIPS,MMWR_week,Recip_County,Recip_State,Series_Complete_Pop_Pct,Series_Complete_Yes,Series_Complete_12Plus,Series_Complete_12PlusPop_Pct,Series_Complete_18Plus,Series_Complete_18PlusPop_Pct,Series_Complete_65Plus,Series_Complete_65PlusPop_Pct,Completeness_pct,Administered_Dose1_Recip,Administered_Dose1_Pop_Pct,Administered_Dose1_Recip_12Plus,Administered_Dose1_Recip_12PlusPop_Pct,Administered_Dose1_Recip_18Plus,Administered_Dose1_Recip_18PlusPop_Pct,Administered_Dose1_Recip_65Plus,Administered_Dose1_Recip_65PlusPop_Pct,SVI_CTGY,Series_Complete_Pop_Pct_SVI,Series_Complete_12PlusPop_Pct_SVI,Series_Complete_18PlusPop_Pct_SVI,Series_Complete_65PlusPop_Pct_SVI
1,08/02/2021,46127,31,Union County,SD,39.8,6335,6335,47.3,6108,50.7,1983,66.9,83.4,6806.0,42.7,6804.0,50.8,6468.0,53.7,2013.0,68.0,Low,Low-Mod VC/Low SVI,Mod-High VC/Low SVI,High VC/Low SVI,Mod-High VC/Low SVI
2,08/02/2021,06077,31,San Joaquin County,CA,39.4,300660,300161,47.8,283997,50.9,75271,75.4,97.3,424603.0,55.7,423441.0,67.4,395856.0,71.0,99864.0,99.9,High,Low-Mod VC/High SVI,Mod-High VC/High SVI,High VC/High SVI,High VC/High SVI
3,08/02/2021,53017,31,Douglas County,WA,46.6,20259,20259,56.2,19338,60.0,5670,71.9,96.2,22496.0,51.8,22494.0,62.4,21362.0,66.2,6034.0,76.5,High,Mod-High VC/High SVI,High VC/High SVI,High VC/High SVI,High VC/High SVI
4,08/02/2021,02164,31,Lake and Peninsula Borough,AK,48.6,774,771,60.3,706,62.1,124,67.8,96.9,879.0,55.2,876.0,68.5,798.0,70.2,136.0,74.3,High,Mod-High VC/High SVI,High VC/High SVI,High VC/High SVI,Mod-High VC/High SVI
5,08/02/2021,28037,31,Franklin County,MS,31.5,2428,2428,36.6,2402,40.3,997,62.2,98.3,2785.0,36.1,2785.0,42.0,2695.0,45.2,1069.0,66.7,Mod-High,Low-Mod VC/Mod-High SVI,Low-Mod VC/Mod-High SVI,Mod-High VC/Mod-High SVI,Mod-High VC/Mod-High SVI
6,08/02/2021,47155,31,Sevier County,TN,35.4,34770,34769,40.8,33981,43.4,13545,67.8,97.8,39698.0,40.4,39686.0,46.5,38505.0,49.2,14642.0,73.3,Mod-High,Low-Mod VC/Mod-High SVI,Mod-High VC/Mod-High SVI,Mod-High VC/Mod-High SVI,Mod-High VC/Mod-High SVI
7,08/02/2021,39143,31,Sandusky County,OH,43.1,25208,25208,50.2,24345,53.4,9516,84.1,97.6,25457.0,43.5,,0.0,,0.0,,0.0,Low-Mod,Mod-High VC/Low-Mod SVI,High VC/Low-Mod SVI,High VC/Low-Mod SVI,High VC/Low-Mod SVI
8,08/02/2021,51135,31,Nottoway County,VA,14.6,2225,2225,16.7,2155,17.6,929,31.5,51.2,2492.0,16.4,2491.0,18.7,2397.0,19.5,995.0,33.8,High,Low VC/High SVI,Low VC/High SVI,Low VC/High SVI,Low-Mod VC/High SVI
9,08/02/2021,48369,31,Parmer County,TX,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,High,,,,
10,08/02/2021,54053,31,Mason County,WV,23.6,6262,6261,27.3,6067,28.8,2509,43.7,57.7,7831.0,29.5,7829.0,34.1,7515.0,35.7,2975.0,51.9,Mod-High,Low VC/Mod-High SVI,Low VC/Mod-High SVI,Low VC/Mod-High SVI,Low-Mod VC/Mod-High SVI
11,08/02/2021,26103,31,Marquette County,MI,55.2,36825,36825,62.6,35188,64.2,11578,88.5,93.9,38487.0,57.7,38485.0,65.4,37083.0,67.7,12030.0,91.9,Low-Mod,High VC/Low-Mod SVI,High VC/Low-Mod SVI,High VC/Low-Mod SVI,High VC/Low-Mod SVI
12,08/02/2021,49033,31,Rich County,UT,35.3,877,877,43.7,857,48.9,322,70.3,97.1,1124.0,45.3,1124.0,55.9,1090.0,62.1,415.0,90.6,Low,Low-Mod VC/Low SVI,Mod-High VC/Low SVI,Mod-High VC/Low SVI,High VC/Low SVI
13,08/02/2021,72089,31,Luquillo Municipio,PR,45.3,8005,8005,50.8,7554,52.1,2322,77.3,96.0,9429.0,53.4,9427.0,59.8,8844.0,61.0,2651.0,88.3,Low-Mod,Mod-High VC/Low-Mod SVI,High VC/Low-Mod SVI,High VC/Low-Mod SVI,High VC/Low-Mod SVI
14,08/02/2021,23001,31,Androscoggin County,ME,54.1,58581,58579,63.2,55590,65.4,16667,84.8,96.3,63576.0,58.7,63563.0,68.6,60081.0,70.7,17793.0,90.5,Mod-High,High VC/Mod-High SVI,High VC/Mod-High SVI,High VC/Mod-High SVI,High VC/Mod-High SVI
15,08/02/2021,51079,31,Greene County,VA,2.4,478,476,2.8,467,3.1,142,4.0,51.2,590.0,3.0,586.0,3.5,577.0,3.8,181.0,5.1,Low,Low VC/Low SVI,Low VC/Low SVI,Low VC/Low SVI,Low VC/Low SVI
16,08/02/2021,41037,31,Lake County,OR,31.2,2455,2454,35.7,2415,37.9,1204,60.1,97.7,2642.0,33.6,2641.0,38.4,2583.0,40.6,1267.0,63.3,High,Low-Mod VC/High SVI,Low-Mod VC/High SVI,Low-Mod VC/High SVI,Mod-High VC/High SVI
17,08/02/2021,51193,31,Westmoreland County,VA,13.1,2368,2368,15.1,2326,16.0,1026,22.2,51.2,2652.0,14.7,2652.0,16.9,2578.0,17.7,1084.0,23.5,Low-Mod,Low VC/Low-Mod SVI,Low VC/Low-Mod SVI,Low VC/Low-Mod SVI,Low VC/Low-Mod SVI
18,08/02/2021,13135,31,Gwinnett County,GA,24.6,230769,230750,29.6,213263,31.0,42841,43.7,54.1,261507.0,27.9,261412.0,33.6,235573.0,34.3,48388.0,49.4,Low-Mod,Low VC/Low-Mod SVI,Low VC/Low-Mod SVI,Low-Mod VC/Low-Mod SVI,Low-Mod VC/Low-Mod SVI
19,08/02/2021,48355,31,Nueces County,TX,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,High,,,,
20,08/02/2021,08011,31,Bent County,CO,11.2,626,625,12.4,591,12.5,171,16.2,76.6,,0.0,,0.0,,0.0,,0.0,High,Low VC/High SVI,Low VC/High SVI,Low VC/High SVI,Low VC/High SVI
21,08/02/2021,22047,31,Iberville Parish,LA,37.3,12130,12130,43.1,11904,46.0,4186,78.6,96.0,14081.0,43.3,14081.0,50.1,13638.0,52.6,4439.0,83.4,High,Low-Mod VC/High SVI,Mod-High VC/High SVI,Mod-High VC/High SVI,High VC/High SVI
22,08/02/2021,20195,31,Trego County,KS,30.4,852,852,34.4,845,36.6,366,47.9,93.4,929.0,33.1,929.0,37.5,916.0,39.7,381.0,49.9,Low,Low-Mod VC/Low SVI,Low-Mod VC/Low SVI,Low-Mod VC/Low SVI,Low-Mod VC/Low SVI
23,08/02/2021,29165,31,Platte County,MO,42.0,43807,43807,49.6,40970,51.2,11423,73.0,90.8,50432.0,48.3,50429.0,57.0,46549.0,58.2,12313.0,78.7,Low,Mod-High VC/Low SVI,Mod-High VC/Low SVI,High VC/Low SVI,High VC/Low SVI
24,08/02/2021,55101,31,Racine County,WI,46.8,91933,91929,55.0,88170,58.2,28687,85.3,97.0,99330.0,50.6,99316.0,59.5,94542.0,62.4,29841.0,88.7,Low-Mod,Mod-High VC/Low-Mod SVI,High VC/Low-Mod SVI,High VC/Low-Mod SVI,High VC/Low-Mod SVI
25,08/02/2021,13153,31,Houston County,GA,27.0,42684,42681,32.5,40929,34.8,11454,55.9,54.1,54610.0,34.6,54603.0,41.6,51753.0,44.0,14596.0,71.2,Mod-High,Low VC/Mod-High SVI,Low-Mod VC/Mod-High SVI,Low-Mod VC/Mod-High SVI,Mod-High VC/Mod-High SVI
26,08/02/2021,42019,31,Butler County,PA,51.5,96756,96754,59.0,92422,61.3,31328,85.9,93.7,106986.0,57.0,106978.0,65.2,101527.0,67.3,33906.0,93.0,Low,High VC/Low SVI,High VC/Low SVI,High VC/Low SVI,High VC/Low SVI
27,08/02/2021,55005,31,Barron County,WI,43.2,19525,19525,50.1,19017,53.5,8058,78.9,97.0,20837.0,46.1,20835.0,53.4,20140.0,56.7,8431.0,82.6,Low-Mod,Mod-High VC/Low-Mod SVI,High VC/Low-Mod SVI,High VC/Low-Mod SVI,High VC/Low-Mod SVI
28,08/02/2021,22061,31,Lincoln Parish,LA,31.0,14507,14507,35.8,14195,37.9,4974,76.1,96.0,16312.0,34.9,16311.0,40.2,15782.0,42.2,5234.0,80.1,High,Low-Mod VC/High SVI,Low-Mod VC/High SVI,Low-Mod VC/High SVI,High VC/High SVI
29,08/02/2021,29111,31,Lewis County,MO,27.2,2657,2657,31.7,2617,34.4,1219,66.4,90.8,3218.0,32.9,3218.0,38.4,3169.0,41.6,1395.0,76.0,Low-Mod,Low VC/Low-Mod SVI,Low-Mod VC/Low-Mod SVI,Low-Mod VC/Low-Mod SVI,Mod-High VC/Low-Mod SVI
30,08/02/2021,42017,31,Bucks County,PA,56.7,355990,355935,64.8,334860,66.8,99151,82.1,93.7,434900.0,69.2,434808.0,79.1,405767.0,80.9,119353.0,98.8,Low,High VC/Low SVI,High VC/Low SVI,High VC/Low SVI,High VC/Low SVI
31,08/02/2021,48193,31,Hamilton County,TX,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Mod-High,,,,
32,08/02/2021,72091,31,Manati Municipio,PR,59.0,21987,21986,66.1,20634,67.4,5998,94.6,96.0,24389.0,65.4,24385.0,73.3,22764.0,74.4,6522.0,99.9,Mod-High,High VC/Mod-High SVI,High VC/Mod-High SVI,High VC/Mod-High SVI,High VC/Mod-High SVI
33,08/02/2021,22087,31,St. Bernard Parish,LA,32.5,15343,15342,39.5,14847,42.7,4077,72.0,96.0,18107.0,38.3,18105.0,46.7,17202.0,49.5,4301.0,75.9,High,Low-Mod VC/High SVI,Low-Mod VC/High SVI,Mod-High VC/High SVI,High VC/High SVI
34,08/02/2021,06107,31,Tulare County,CA,35.7,166320,166047,44.6,156860,48.4,38304,70.6,97.3,196628.0,42.2,196117.0,52.7,183744.0,56.7,43290.0,79.7,High,Low-Mod VC/High SVI,Mod-High VC/High SVI,Mod-High VC/High SVI,High VC/High SVI
35,08/02/2021,30057,31,Madison County,MT,36.6,3146,3146,40.5,3102,42.6,1595,62.8,95.5,3411.0,39.7,3411.0,43.9,3345.0,45.9,1674.0,65.9,Low,Low-Mod VC/Low SVI,Mod-High VC/Low SVI,Mod-High VC/Low SVI,Mod-High VC/Low SVI
36,08/02/2021,35035,31,Otero County,NM,37.7,25460,25459,44.7,24016,46.1,7008,60.0,82.6,25902.0,38.4,,0.0,,0.0,,0.0,High,Low-Mod VC/High SVI,Mod-High VC/High SVI,Mod-High VC/High SVI,Mod-High VC/High SVI
37,08/02/2021,19079,31,Hamilton County,IA,51.2,7562,7562,60.1,7299,64.0,2638,85.2,97.4,8012.0,54.2,8012.0,63.7,7664.0,67.2,2707.0,87.4,Low,High VC/Low SVI,High VC/Low SVI,High VC/Low SVI,High VC/Low SVI
38,08/02/2021,39009,31,Athens County,OH,41.1,26829,26829,45.3,25785,46.1,6942,77.9,97.6,27110.0,41.5,27110.0,45.7,25932.0,46.4,7182.0,80.6,Mod-High,Mod-High VC/Mod-High SVI,Mod-High VC/Mod-High SVI,Mod-High VC/Mod-High SVI,High VC/Mod-High SVI
39,08/02/2021,51137,31,Orange County,VA,5.3,1962,1962,6.2,1900,6.5,704,9.2,51.2,2164.0,5.8,2164.0,6.8,2079.0,7.1,771.0,10.1,Low-Mod,Low VC/Low-Mod SVI,Low VC/Low-Mod SVI,Low VC/Low-Mod SVI,Low VC/Low-Mod SVI
40,08/02/2021,22091,31,St. Helena Parish,LA,20.2,2045,2044,23.3,1997,24.8,834,39.9,96.0,2483.0,24.5,2482.0,28.3,2365.0,29.4,884.0,42.3,High,Low VC/High SVI,Low VC/High SVI,Low VC/High SVI,Low-Mod VC/High SVI
41,08/02/2021,27043,31,Faribault County,MN,45.5,6218,6212,52.9,5986,56.2,2741,86.4,94.5,6768.0,49.6,6759.0,57.5,6489.0,60.9,2847.0,89.7,Low,Mod-High VC/Low SVI,High VC/Low SVI,High VC/Low SVI,High VC/Low SVI
42,08/02/2021,47063,31,Hamblen County,TN,30.8,19972,19972,36.2,19484,39.0,7560,62.9,97.8,22663.0,34.9,22661.0,41.0,21941.0,43.9,8140.0,67.8,High,Low-Mod VC/High SVI,Low-Mod VC/High SVI,Low-Mod VC/High SVI,Mod-High VC/High SVI
43,08/02/2021,53053,31,Pierce County,WA,50.2,453877,453850,59.6,428314,61.7,107188,83.5,96.2,513662.0,56.8,513597.0,67.4,481084.0,69.3,115901.0,90.3,Low-Mod,High VC/Low-Mod SVI,High VC/Low-Mod SVI,High VC/Low-Mod SVI,High VC/Low-Mod SVI
44,08/02/2021,02282,31,Yakutat City and Borough,AK,65.3,378,378,74.6,362,75.9,92,75.4,96.9,393.0,67.9,393.0,77.5,374.0,78.4,94.0,77.0,Mod-High,High VC/Mod-High SVI,High VC/Mod-High SVI,High VC/Mod-High SVI,High VC/Mod-High SVI
45,08/02/2021,48353,31,Nolan County,TX,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,High,,,,
46,08/02/2021,38005,31,Benson County,ND,36.8,2515,2515,48.4,2332,52.6,669,68.0,95.1,2870.0,42.0,2860.0,55.0,2597.0,58.6,720.0,73.2,High,Low-Mod VC/High SVI,Mod-High VC/High SVI,High VC/High SVI,Mod-High VC/High SVI
47,08/02/2021,13239,31,Quitman County,GA,8.6,198,198,9.8,196,10.5,117,16.6,54.1,253.0,11.0,253.0,12.5,249.0,13.3,133.0,18.9,High,Low VC/High SVI,Low VC/High SVI,Low VC/High SVI,Low VC/High SVI
48,08/02/2021,37033,31,Caswell County,NC,38.2,8643,8640,43.3,8492,46.2,3650,72.9,96.3,9750.0,43.1,9745.0,48.9,9546.0,51.9,3945.0,78.8,High,Low-Mod VC/High SVI,Mod-High VC/High SVI,Mod-High VC/High SVI,High VC/High SVI
49,08/02/2021,12091,31,Okaloosa County,FL,40.2,84629,84627,47.4,82282,50.2,28583,83.1,98.6,100149.0,47.5,100139.0,56.1,96615.0,58.9,31622.0,92.0,Low-Mod,Mod-High VC/Low-Mod SVI,Mod-High VC/Low-Mod SVI,High VC/Low-Mod SVI,High VC/Low-Mod SVI
50,08/02/2021,19127,31,Marshall County,IA,51.2,20174,20174,61.3,19078,64.8,6517,89.5,97.4,21651.0,55.0,21650.0,65.8,20344.0,69.2,6717.0,92.3,Mod-High,High VC/Mod-High SVI,High VC/Mod-High SVI,High VC/Mod-High SVI,High VC/Mod-High SVI
51,08/02/2021,UNK,31,Unknown County,GA,0.0,1884201,1884050,0.0,1844138,0.0,514573,0.0,54.1,2404318.0,0.0,2403373.0,0.0,2323492.0,0.0,607943.0,0.0,,,,,
52,08/02/2021,28083,31,Leflore County,MS,42.6,12016,12016,52.2,11645,57.1,3602,86.8,98.3,13997.0,49.7,13997.0,60.8,13287.0,65.2,3965.0,95.5,High,Mod-High VC/High SVI,High VC/High SVI,High VC/High SVI,High VC/High SVI
53,08/02/2021,18135,31,Randolph County,IN,35.0,8642,8642,41.0,8449,44.2,3916,76.3,98.6,9260.0,37.5,9259.0,43.9,9009.0,47.2,4028.0,78.5,Low-Mod,Low-Mod VC/Low-Mod SVI,Mod-High VC/Low-Mod SVI,Mod-High VC/Low-Mod SVI,High VC/Low-Mod SVI
54,08/02/2021,45067,31,Marion County,SC,34.5,10572,10569,40.4,10308,43.4,4253,67.0,93.6,12130.0,39.6,12117.0,46.3,11714.0,49.3,4569.0,71.9,High,Low-Mod VC/High SVI,Mod-High VC/High SVI,Mod-High VC/High SVI,Mod-High VC/High SVI
55,08/02/2021,37049,31,Craven County,NC,43.2,44153,44121,50.5,42683,53.1,17306,86.1,96.3,48998.0,48.0,48882.0,55.9,46957.0,58.4,17872.0,88.9,High,Mod-High VC/High SVI,High VC/High SVI,High VC/High SVI,High VC/High SVI
56,08/02/2021,31101,31,Keith County,NE,27.3,2194,2194,31.4,2145,33.6,1053,48.4,88.7,,0.0,,0.0,,0.0,,0.0,Low,Low VC/Low SVI,Low-Mod VC/Low SVI,Low-Mod VC/Low SVI,Low-Mod VC/Low SVI
57,08/02/2021,32017,31,Lincoln County,NV,29.2,1511,1511,33.3,1472,35.4,691,52.7,94.8,1639.0,31.6,1639.0,36.1,1580.0,38.0,718.0,54.8,Low-Mod,Low VC/Low-Mod SVI,Low-Mod VC/Low-Mod SVI,Low-Mod VC/Low-Mod SVI,Mod-High VC/Low-Mod SVI
58,08/02/2021,13315,31,Wilcox County,GA,7.5,649,649,8.6,628,9.0,218,13.9,54.1,765.0,8.9,765.0,10.1,734.0,10.5,224.0,14.3,High,Low VC/High SVI,Low VC/High SVI,Low VC/High SVI,Low VC/High SVI
59,08/02/2021,06051,31,Mono County,CA,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Low,,,,
60,08/02/2021,12049,31,Hardee County,FL,26.2,7051,7051,31.5,6883,34.3,2983,63.5,98.6,8746.0,32.5,8746.0,39.0,8454.0,42.1,3224.0,68.7,High,Low VC/High SVI,Low-Mod VC/High SVI,Low-Mod VC/High SVI,Mod-High VC/High SVI
61,08/02/2021,48149,31,Fayette County,TX,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Low-Mod,,,,
62,08/02/2021,37003,31,Alexander County,NC,34.7,13000,12995,39.6,12669,42.2,5067,66.1,96.3,14574.0,38.9,14567.0,44.4,14131.0,47.0,5315.0,69.3,Mod-High,Low-Mod VC/Mod-High SVI,Low-Mod VC/Mod-High SVI,Mod-High VC/Mod-High SVI,Mod-High VC/Mod-High SVI
63,08/02/2021,36065,31,Oneida County,NY,50.0,114284,114282,58.1,108725,60.4,35018,79.9,97.5,122287.0,53.5,122281.0,62.2,115931.0,64.4,37091.0,84.6,Mod-High,High VC/Mod-High SVI,High VC/Mod-High SVI,High VC/Mod-High SVI,High VC/Mod-High SVI
64,08/02/2021,37075,31,Graham County,NC,34.3,2892,2892,39.0,2860,42.3,1356,65.6,96.3,3363.0,39.8,3361.0,45.3,3313.0,49.0,1488.0,72.0,Mod-High,Low-Mod VC/Mod-High SVI,Low-Mod VC/Mod-High SVI,Mod-High VC/Mod-High SVI,Mod-High VC/Mod-High SVI
65,08/02/2021,17077,31,Jackson County,IL,36.3,20615,20581,41.4,19785,42.7,6264,67.8,97.7,28374.0,50.0,28310.0,56.9,26938.0,58.2,7861.0,85.1,Mod-High,Low-Mod VC/Mod-High SVI,Mod-High VC/Mod-High SVI,Mod-High VC/Mod-High SVI,Mod-High VC/Mod-High SVI
66,08/02/2021,28117,31,Prentiss County,MS,30.7,7724,7724,36.1,7642,39.2,3285,70.9,98.3,8726.0,34.7,8726.0,40.8,8563.0,43.9,3536.0,76.4,High,Low-Mod VC/High SVI,Low-Mod VC/High SVI,Low-Mod VC/High SVI,High VC/High SVI
67,08/02/2021,17151,31,Pope County,IL,23.4,977,976,25.0,958,26.1,508,42.9,97.7,1214.0,29.1,1214.0,31.1,1176.0,32.0,581.0,49.1,Low-Mod,Low VC/Low-Mod SVI,Low VC/Low-Mod SVI,Low VC/Low-Mod SVI,Low-Mod VC/Low-Mod SVI
68,08/02/2021,05089,31,Marion County,AR,24.9,4161,4161,28.3,4123,30.2,2177,44.8,89.3,5395.0,32.3,5395.0,36.6,5299.0,38.8,2666.0,54.9,Mod-High,Low VC/Mod-High SVI,Low VC/Mod-High SVI,Low-Mod VC/Mod-High SVI,Low-Mod VC/Mod-High SVI
69,08/02/2021,37117,31,Martin County,NC,75.2,16866,16857,86.6,16473,91.9,6803,99.9,96.3,18825.0,83.9,18808.0,96.7,18259.0,99.9,7161.0,99.9,High,High VC/High SVI,High VC/High SVI,High VC/High SVI,High VC/High SVI
70,08/02/2021,05099,31,Nevada County,AR,23.9,1976,1974,28.0,1953,30.7,780,45.0,89.3,2796.0,33.9,2794.0,39.6,2739.0,43.0,1065.0,61.5,High,Low VC/High SVI,Low VC/High SVI,Low-Mod VC/High SVI,Low-Mod VC/High SVI
71,08/02/2021,17203,31,Woodford County,IL,42.0,16172,16137,49.5,15367,52.5,5618,78.3,97.7,19150.0,49.8,19098.0,58.6,18022.0,61.6,6351.0,88.6,Low,Mod-High VC/Low SVI,Mod-High VC/Low SVI,High VC/Low SVI,High VC/Low SVI
72,08/02/2021,31001,31,Adams County,NE,32.5,10194,10193,38.4,9893,41.2,3671,62.1,88.7,,0.0,,0.0,,0.0,,0.0,Low-Mod,Low-Mod VC/Low-Mod SVI,Low-Mod VC/Low-Mod SVI,Mod-High VC/Low-Mod SVI,Mod-High VC/Low-Mod SVI
73,08/02/2021,06097,31,Sonoma County,CA,61.8,305366,304584,70.3,286900,71.9,83299,81.4,97.3,346598.0,70.1,345463.0,79.7,324241.0,81.3,94387.0,92.2,Low-Mod,High VC/Low-Mod SVI,High VC/Low-Mod SVI,High VC/Low-Mod SVI,High VC/Low-Mod SVI
74,08/02/2021,21225,31,Union County,KY,28.6,4115,4115,32.4,4040,34.3,1796,72.6,93.4,4626.0,32.2,4626.0,36.4,4523.0,38.4,1919.0,77.5,Mod-High,Low VC/Mod-High SVI,Low-Mod VC/Mod-High SVI,Low-Mod VC/Mod-High SVI,High VC/Mod-High SVI
75,08/02/2021,21189,31,Owsley County,KY,32.5,1436,1436,38.3,1403,41.1,552,62.6,93.4,1550.0,35.1,1550.0,41.3,1499.0,43.9,571.0,64.7,High,Low-Mod VC/High SVI,Low-Mod VC/High SVI,Mod-High VC/High SVI,Mod-High VC/High SVI
76,08/02/2021,35029,31,Luna County,NM,47.5,11268,11268,57.8,10655,60.7,3760,74.7,82.6,,0.0,,0.0,,0.0,,0.0,High,Mod-High VC/High SVI,High VC/High SVI,High VC/High SVI,High VC/High SVI
77,08/02/2021,13245,31,Richmond County,GA,26.6,53968,53967,31.5,52099,33.3,14851,50.6,54.1,62007.0,30.6,61960.0,36.2,59070.0,37.8,16868.0,57.4,High,Low VC/High SVI,Low-Mod VC/High SVI,Low-Mod VC/High SVI,Mod-High VC/High SVI
78,08/02/2021,48005,31,Angelina County,TX,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,High,,,,
79,08/02/2021,35006,31,Cibola County,NM,50.6,13505,13502,60.0,12320,60.2,2875,64.3,82.6,13832.0,51.9,,0.0,,0.0,,0.0,High,High VC/High SVI,High VC/High SVI,High VC/High SVI,Mod-High VC/High SVI
80,08/02/2021,17107,31,Logan County,IL,37.5,10742,10728,42.9,10329,44.7,3984,74.7,97.7,13228.0,46.2,13203.0,52.7,12658.0,54.8,4797.0,90.0,Low,Low-Mod VC/Low SVI,Mod-High VC/Low SVI,Mod-High VC/Low SVI,High VC/Low SVI
81,08/02/2021,31029,31,Chase County,NE,23.1,908,908,27.5,892,30.2,344,41.2,88.7,,0.0,,0.0,,0.0,,0.0,Low,Low VC/Low SVI,Low VC/Low SVI,Low-Mod VC/Low SVI,Low-Mod VC/Low SVI
82,08/02/2021,29199,31,Scotland County,MO,20.2,989,989,25.1,981,28.1,472,52.0,90.8,1166.0,23.8,1166.0,29.6,1132.0,32.5,529.0,58.3,Mod-High,Low VC/Mod-High SVI,Low VC/Mod-High SVI,Low VC/Mod-High SVI,Mod-High VC/Mod-High SVI
83,08/02/2021,46073,31,Jerauld County,SD,36.2,728,728,43.1,715,46.5,327,59.7,83.4,,0.0,,0.0,,0.0,,0.0,Low,Low-Mod VC/Low SVI,Mod-High VC/Low SVI,Mod-High VC/Low SVI,Mod-High VC/Low SVI
84,08/02/2021,01089,31,Madison County,AL,43.7,163083,163082,51.0,157389,53.9,46220,80.9,91.8,197786.0,53.0,197779.0,61.8,188553.0,64.5,50859.0,89.0,Low-Mod,Mod-High VC/Low-Mod SVI,High VC/Low-Mod SVI,High VC/Low-Mod SVI,High VC/Low-Mod SVI
85,08/02/2021,29001,31,Adair County,MO,35.3,8934,8934,39.9,8672,41.7,2664,69.6,90.8,10048.0,39.6,10046.0,44.9,9681.0,46.5,2885.0,75.3,Low-Mod,Low-Mod VC/Low-Mod SVI,Low-Mod VC/Low-Mod SVI,Mod-High VC/Low-Mod SVI,Mod-High VC/Low-Mod SVI
86,08/02/2021,72151,31,Yabucoa Municipio,PR,55.7,17983,17981,62.5,16649,62.8,4993,91.0,96.0,21523.0,66.7,21518.0,74.7,19932.0,75.2,6056.0,99.9,Mod-High,High VC/Mod-High SVI,High VC/Mod-High SVI,High VC/Mod-High SVI,High VC/Mod-High SVI
87,08/02/2021,47119,31,Maury County,TN,46.2,44566,44560,54.8,42886,58.0,13796,87.6,97.8,50352.0,52.2,50344.0,61.9,48087.0,65.0,14867.0,94.4,Low-Mod,Mod-High VC/Low-Mod SVI,High VC/Low-Mod SVI,High VC/Low-Mod SVI,High VC/Low-Mod SVI
88,08/02/2021,02020,31,Anchorage Municipality,AK,47.4,136439,136143,56.5,129252,59.1,28226,83.6,96.9,160155.0,55.6,159663.0,66.3,150271.0,68.7,30263.0,89.6,Low-Mod,Mod-High VC/Low-Mod SVI,High VC/Low-Mod SVI,High VC/Low-Mod SVI,High VC/Low-Mod SVI
89,08/02/2021,38053,31,McKenzie County,ND,15.1,2274,2272,19.5,2213,21.6,626,47.2,95.1,2863.0,19.1,2858.0,24.6,2749.0,26.8,745.0,56.2,Low-Mod,Low VC/Low-Mod SVI,Low VC/Low-Mod SVI,Low VC/Low-Mod SVI,Low-Mod VC/Low-Mod SVI
90,08/02/2021,31169,31,Thayer County,NE,38.1,1907,1907,44.9,1869,48.7,940,73.6,88.7,,0.0,,0.0,,0.0,,0.0,Low,Low-Mod VC/Low SVI,Mod-High VC/Low SVI,Mod-High VC/Low SVI,High VC/Low SVI
91,08/02/2021,UNK,31,Unknown County,DC,0.0,20085,20084,0.0,19978,0.0,2143,0.0,94.8,,0.0,,0.0,,0.0,,0.0,,,,,
92,08/02/2021,47013,31,Campbell County,TN,32.1,12785,12785,36.9,12566,39.6,5434,65.0,97.8,14453.0,36.3,14451.0,41.7,14141.0,44.5,5905.0,70.6,Mod-High,Low-Mod VC/Mod-High SVI,Low-Mod VC/Mod-High SVI,Low-Mod VC/Mod-High SVI,Mod-High VC/Mod-High SVI
93,08/02/2021,06057,31,Nevada County,CA,49.4,49322,49215,55.3,47008,56.7,18583,65.7,97.3,56895.0,57.0,56741.0,63.8,54171.0,65.4,21808.0,77.0,Low,Mod-High VC/Low SVI,High VC/Low SVI,High VC/Low SVI,Mod-High VC/Low SVI
94,08/02/2021,22041,31,Franklin Parish,LA,25.3,5068,5068,30.4,5020,33.6,2146,58.2,96.0,5900.0,29.5,5900.0,35.4,5773.0,38.6,2331.0,63.2,High,Low VC/High SVI,Low-Mod VC/High SVI,Low-Mod VC/High SVI,Mod-High VC/High SVI
95,08/02/2021,27011,31,Big Stone County,MN,54.6,2724,2718,63.5,2611,66.7,1189,88.8,94.5,2904.0,58.2,2897.0,67.7,2773.0,70.9,1252.0,93.5,Low,High VC/Low SVI,High VC/Low SVI,High VC/Low SVI,High VC/Low SVI
