,date,geoid,county,state,cases,cases_avg,cases_avg_per_100k,deaths,deaths_avg,deaths_avg_per_100k
0,2021-08-05,USA-72999,72999,Puerto Rico,36,21.14,,0,0.0,
1,2021-08-05,USA-72153,72153,Puerto Rico,12,4.14,12.24,0,0.0,0.0
2,2021-08-05,USA-72151,72151,Puerto Rico,2,1.71,5.33,0,0.0,0.0
3,2021-08-05,USA-72149,72149,Puerto Rico,0,0.43,2.0,0,0.0,0.0
4,2021-08-05,USA-72147,72147,Puerto Rico,1,0.14,1.71,0,0.0,0.0
5,2021-08-05,USA-72145,72145,Puerto Rico,21,10.14,20.21,0,0.0,0.0
6,2021-08-05,USA-72143,72143,Puerto Rico,10,8.14,22.74,0,0.0,0.0
7,2021-08-05,USA-72141,72141,Puerto Rico,4,2.0,7.26,0,0.0,0.0
8,2021-08-05,USA-72139,72139,Puerto Rico,19,11.71,18.38,0,0.0,0.0
9,2021-08-05,USA-72137,72137,Puerto Rico,28,14.14,18.95,0,0.0,0.0
10,2021-08-05,USA-72135,72135,Puerto Rico,25,11.43,16.08,0,0.0,0.0
11,2021-08-05,USA-72133,72133,Puerto Rico,4,1.57,7.47,0,0.0,0.0
12,2021-08-05,USA-72131,72131,Puerto Rico,25,11.43,32.06,0,0.0,0.0
13,2021-08-05,USA-72129,72129,Puerto Rico,9,2.86,7.96,0,0.0,0.0
14,2021-08-05,USA-72127,72127,Puerto Rico,145,74.71,23.28,0,0.0,0.0
15,2021-08-05,USA-72125,72125,Puerto Rico,6,6.14,20.32,0,0.0,0.0
16,2021-08-05,USA-72123,72123,Puerto Rico,4,1.29,4.75,0,0.0,0.0
17,2021-08-05,USA-72121,72121,Puerto Rico,8,4.71,21.68,0,0.0,0.0
18,2021-08-05,USA-72119,72119,Puerto Rico,12,6.57,13.72,0,0.0,0.0
19,2021-08-05,USA-72117,72117,Puerto Rico,9,4.57,33.55,0,0.0,0.0
20,2021-08-05,USA-72115,72115,Puerto Rico,11,5.57,24.41,0,0.0,0.0
21,2021-08-05,USA-72113,72113,Puerto Rico,22,12.29,9.22,0,0.0,0.0
22,2021-08-05,USA-72111,72111,Puerto Rico,1,0.57,2.95,0,0.0,0.0
23,2021-08-05,USA-72109,72109,Puerto Rico,1,0.86,5.26,0,0.0,0.0
24,2021-08-05,USA-72107,72107,Puerto Rico,3,1.29,6.36,0,0.0,0.0
25,2021-08-05,USA-72105,72105,Puerto Rico,5,2.57,9.45,0,0.0,0.0
26,2021-08-05,USA-72103,72103,Puerto Rico,3,2.29,9.01,0,0.0,0.0
27,2021-08-05,USA-72101,72101,Puerto Rico,4,2.71,9.03,0,0.0,0.0
28,2021-08-05,USA-72099,72099,Puerto Rico,32,20.57,58.93,0,0.0,0.0
29,2021-08-05,USA-72097,72097,Puerto Rico,41,22.71,31.55,0,0.0,0.0
30,2021-08-05,USA-72095,72095,Puerto Rico,0,0.14,1.38,0,0.0,0.0
31,2021-08-05,USA-72093,72093,Puerto Rico,4,1.14,21.06,0,0.0,0.0
32,2021-08-05,USA-72091,72091,Puerto Rico,10,4.43,11.84,0,0.0,0.0
33,2021-08-05,USA-72089,72089,Puerto Rico,6,3.71,21.11,0,0.0,0.0
34,2021-08-05,USA-72087,72087,Puerto Rico,4,1.86,7.52,0,0.0,0.0
35,2021-08-05,USA-72085,72085,Puerto Rico,2,3.71,10.19,0,0.0,0.0
36,2021-08-05,USA-72083,72083,Puerto Rico,2,1.71,21.53,0,0.0,0.0
37,2021-08-05,USA-72081,72081,Puerto Rico,4,3.71,15.17,0,0.0,0.0
38,2021-08-05,USA-72079,72079,Puerto Rico,8,3.71,16.89,0,0.0,0.0
39,2021-08-05,USA-72077,72077,Puerto Rico,8,5.0,13.25,0,0.0,0.0
40,2021-08-05,USA-72075,72075,Puerto Rico,5,4.0,8.99,0,0.0,0.0
41,2021-08-05,USA-72073,72073,Puerto Rico,1,0.57,4.1,0,0.0,0.0
42,2021-08-05,USA-72071,72071,Puerto Rico,44,26.71,66.34,0,0.0,0.0
43,2021-08-05,USA-72069,72069,Puerto Rico,10,6.86,13.57,0,0.0,0.0
44,2021-08-05,USA-72067,72067,Puerto Rico,4,3.86,24.95,0,0.0,0.0
45,2021-08-05,USA-72065,72065,Puerto Rico,8,6.29,16.19,0,0.0,0.0
46,2021-08-05,USA-72063,72063,Puerto Rico,21,8.71,18.92,0,0.0,0.0
47,2021-08-05,USA-72061,72061,Puerto Rico,39,21.14,25.23,0,0.0,0.0
48,2021-08-05,USA-72059,72059,Puerto Rico,7,1.86,10.48,0,0.0,0.0
49,2021-08-05,USA-72057,72057,Puerto Rico,5,3.43,8.68,0,0.0,0.0
50,2021-08-05,USA-72055,72055,Puerto Rico,3,1.29,8.27,0,0.0,0.0
51,2021-08-05,USA-72054,72054,Puerto Rico,1,1.57,13.87,0,0.0,0.0
52,2021-08-05,USA-72053,72053,Puerto Rico,16,8.57,28.86,0,0.0,0.0
53,2021-08-05,USA-72051,72051,Puerto Rico,19,10.29,28.75,0,0.0,0.0
54,2021-08-05,USA-72049,72049,Puerto Rico,0,0.0,0.0,0,0.0,0.0
55,2021-08-05,USA-72047,72047,Puerto Rico,4,2.43,7.51,0,0.0,0.0
56,2021-08-05,USA-72045,72045,Puerto Rico,2,1.14,6.15,0,0.0,0.0
57,2021-08-05,USA-72043,72043,Puerto Rico,2,3.86,10.19,0,0.0,0.0
58,2021-08-05,USA-72041,72041,Puerto Rico,9,4.43,11.57,0,0.0,0.0
59,2021-08-05,USA-72039,72039,Puerto Rico,3,1.0,6.28,0,0.0,0.0
60,2021-08-05,USA-72037,72037,Puerto Rico,3,1.57,14.26,0,0.0,0.0
61,2021-08-05,USA-72035,72035,Puerto Rico,10,4.0,9.45,0,0.0,0.0
62,2021-08-05,USA-72033,72033,Puerto Rico,12,4.43,19.05,0,0.0,0.0
63,2021-08-05,USA-72031,72031,Puerto Rico,76,32.86,22.25,0,0.0,0.0
64,2021-08-05,USA-72029,72029,Puerto Rico,13,6.57,14.84,0,0.0,0.0
65,2021-08-05,USA-72027,72027,Puerto Rico,11,4.71,15.46,0,0.0,0.0
66,2021-08-05,USA-72025,72025,Puerto Rico,33,21.57,17.34,0,0.0,0.0
67,2021-08-05,USA-72023,72023,Puerto Rico,26,14.29,30.32,0,0.0,0.0
68,2021-08-05,USA-72021,72021,Puerto Rico,64,31.71,18.6,0,0.0,0.0
69,2021-08-05,USA-72019,72019,Puerto Rico,9,3.86,14.04,0,0.0,0.0
70,2021-08-05,USA-72017,72017,Puerto Rico,6,2.5,10.64,0,0.0,0.0
71,2021-08-05,USA-72015,72015,Puerto Rico,3,1.14,6.66,0,0.0,0.0
72,2021-08-05,USA-72013,72013,Puerto Rico,16,9.71,11.83,0,0.0,0.0
73,2021-08-05,USA-72011,72011,Puerto Rico,13,8.86,34.03,0,0.0,0.0
74,2021-08-05,USA-72009,72009,Puerto Rico,7,3.14,14.19,0,0.0,0.0
75,2021-08-05,USA-72007,72007,Puerto Rico,4,3.71,14.95,0,0.0,0.0
76,2021-08-05,USA-72005,72005,Puerto Rico,60,30.29,59.86,0,0.0,0.0
77,2021-08-05,USA-72003,72003,Puerto Rico,38,25.57,69.83,0,0.0,0.0
78,2021-08-05,USA-72001,72001,Puerto Rico,1,0.43,2.48,0,0.0,0.0
79,2021-08-05,USA-56045,56045,Wyoming,1,1.29,18.56,0,0.0,0.0
80,2021-08-05,USA-56043,56043,Wyoming,1,0.71,9.15,0,0.0,0.0
81,2021-08-05,USA-56041,56041,Wyoming,18,11.57,57.21,0,0.0,0.0
82,2021-08-05,USA-56039,56039,Wyoming,12,7.57,32.27,0,0.0,0.0
83,2021-08-05,USA-56037,56037,Wyoming,6,8.29,19.57,0,0.14,0.34
84,2021-08-05,USA-56035,56035,Wyoming,4,2.29,23.25,0,0.14,1.45
85,2021-08-05,USA-56033,56033,Wyoming,15,9.57,31.4,0,0.0,0.0
86,2021-08-05,USA-56031,56031,Wyoming,1,2.71,32.34,0,0.14,1.7
87,2021-08-05,USA-56029,56029,Wyoming,11,7.71,26.42,0,0.0,0.0
88,2021-08-05,USA-56027,56027,Wyoming,0,1.14,48.51,0,0.0,0.0
89,2021-08-05,USA-56025,56025,Wyoming,45,20.71,25.94,0,0.0,0.0
90,2021-08-05,USA-56023,56023,Wyoming,6,5.71,28.82,0,0.0,0.0
91,2021-08-05,USA-56021,56021,Wyoming,53,39.29,39.48,0,0.57,0.57
92,2021-08-05,USA-56019,56019,Wyoming,1,1.29,15.22,0,0.0,0.0
93,2021-08-05,USA-56017,56017,Wyoming,4,0.86,19.42,0,0.0,0.0
94,2021-08-05,USA-56015,56015,Wyoming,2,2.86,21.63,0,0.0,0.0
95,2021-08-05,USA-56013,56013,Wyoming,16,13.14,33.48,0,0.14,0.36
96,2021-08-05,USA-56011,56011,Wyoming,0,1.0,13.19,0,0.0,0.0
97,2021-08-05,USA-56009,56009,Wyoming,3,5.86,42.38,0,0.0,0.0
98,2021-08-05,USA-56007,56007,Wyoming,7,7.29,49.23,0,0.14,0.97
99,2021-08-05,USA-56005,56005,Wyoming,23,16.86,36.38,0,0.14,0.31
100,2021-08-05,USA-56003,56003,Wyoming,3,1.86,15.75,0,0.0,0.0
101,2021-08-05,USA-56001,56001,Wyoming,15,8.29,21.31,0,0.0,0.0
102,2021-08-05,USA-55141,55141,Wisconsin,17,12.57,17.22,0,0.14,0.2
103,2021-08-05,USA-55139,55139,Wisconsin,40,24.57,14.29,0,0.14,0.08
104,2021-08-05,USA-55137,55137,Wisconsin,3,2.29,9.35,0,0.0,0.0
105,2021-08-05,USA-55135,55135,Wisconsin,12,6.14,12.05,0,0.0,0.0
106,2021-08-05,USA-55133,55133,Wisconsin,211,117.43,29.05,1,0.43,0.11
107,2021-08-05,USA-55131,55131,Wisconsin,73,30.0,22.05,1,0.29,0.21
108,2021-08-05,USA-55129,55129,Wisconsin,2,1.43,9.09,0,0.0,0.0
109,2021-08-05,USA-55127,55127,Wisconsin,36,18.14,17.47,0,0.0,0.0
110,2021-08-05,USA-55125,55125,Wisconsin,5,3.0,13.52,0,0.0,0.0
111,2021-08-05,USA-55123,55123,Wisconsin,6,4.43,14.37,0,0.0,0.0
112,2021-08-05,USA-55121,55121,Wisconsin,9,5.0,16.86,0,0.0,0.0
113,2021-08-05,USA-55119,55119,Wisconsin,0,0.43,2.11,0,0.0,0.0
114,2021-08-05,USA-55109,55109,Wisconsin,11,7.14,7.88,0,0.0,0.0
115,2021-08-05,USA-55117,55117,Wisconsin,44,24.29,21.06,0,0.0,0.0
116,2021-08-05,USA-55115,55115,Wisconsin,5,4.43,10.83,0,0.0,0.0
117,2021-08-05,USA-55113,55113,Wisconsin,3,2.0,12.08,0,0.0,0.0
118,2021-08-05,USA-55111,55111,Wisconsin,12,8.86,13.74,0,0.0,0.0
119,2021-08-05,USA-55107,55107,Wisconsin,0,1.29,9.07,0,0.0,0.0
120,2021-08-05,USA-55105,55105,Wisconsin,53,27.14,16.62,0,0.0,0.0
121,2021-08-05,USA-55103,55103,Wisconsin,4,1.86,10.76,0,0.0,0.0
122,2021-08-05,USA-55101,55101,Wisconsin,61,53.0,27.0,0,0.14,0.07
123,2021-08-05,USA-55099,55099,Wisconsin,1,1.71,12.84,0,0.0,0.0
124,2021-08-05,USA-55097,55097,Wisconsin,19,10.29,14.53,0,0.29,0.4
125,2021-08-05,USA-55095,55095,Wisconsin,3,2.71,6.2,0,0.14,0.33
126,2021-08-05,USA-55093,55093,Wisconsin,6,3.0,7.02,0,0.0,0.0
127,2021-08-05,USA-55091,55091,Wisconsin,3,1.29,17.64,0,0.0,0.0
128,2021-08-05,USA-55089,55089,Wisconsin,48,25.71,28.82,0,0.14,0.16
129,2021-08-05,USA-55087,55087,Wisconsin,58,26.29,13.99,0,0.14,0.08
130,2021-08-05,USA-55085,55085,Wisconsin,6,2.43,6.82,1,0.29,0.8
131,2021-08-05,USA-55083,55083,Wisconsin,9,6.14,16.2,0,0.0,0.0
132,2021-08-05,USA-55081,55081,Wisconsin,5,5.14,11.12,0,0.14,0.31
133,2021-08-05,USA-55079,55079,Wisconsin,422,333.86,35.3,0,0.29,0.03
134,2021-08-05,USA-55078,55078,Wisconsin,2,0.86,18.81,0,0.0,0.0
135,2021-08-05,USA-55077,55077,Wisconsin,3,2.0,12.84,0,0.0,0.0
136,2021-08-05,USA-55075,55075,Wisconsin,6,3.29,8.14,0,0.0,0.0
137,2021-08-05,USA-55073,55073,Wisconsin,38,19.57,14.42,0,0.0,0.0
138,2021-08-05,USA-55071,55071,Wisconsin,17,10.57,13.38,0,0.0,0.0
139,2021-08-05,USA-55069,55069,Wisconsin,3,2.43,8.8,0,0.0,0.0
140,2021-08-05,USA-55067,55067,Wisconsin,3,1.71,8.93,0,0.0,0.0
141,2021-08-05,USA-55065,55065,Wisconsin,0,0.57,3.43,0,0.0,0.0
142,2021-08-05,USA-55063,55063,Wisconsin,10,13.14,11.14,0,0.0,0.0
143,2021-08-05,USA-55061,55061,Wisconsin,4,1.86,9.09,0,0.0,0.0
144,2021-08-05,USA-55059,55059,Wisconsin,36,30.86,18.2,0,0.0,0.0
145,2021-08-05,USA-55057,55057,Wisconsin,12,3.0,11.24,0,0.0,0.0
146,2021-08-05,USA-55055,55055,Wisconsin,17,11.43,13.48,0,0.0,0.0
147,2021-08-05,USA-55053,55053,Wisconsin,4,3.29,15.92,0,0.0,0.0
148,2021-08-05,USA-55051,55051,Wisconsin,4,0.57,10.05,0,0.0,0.0
149,2021-08-05,USA-55049,55049,Wisconsin,14,3.71,15.69,0,0.0,0.0
150,2021-08-05,USA-55047,55047,Wisconsin,4,1.71,9.06,0,0.0,0.0
151,2021-08-05,USA-55045,55045,Wisconsin,0,1.86,5.02,0,0.0,0.0
152,2021-08-05,USA-55043,55043,Wisconsin,3,3.14,6.11,0,0.0,0.0
153,2021-08-05,USA-55041,55041,Wisconsin,0,0.86,9.52,0,0.0,0.0
154,2021-08-05,USA-55039,55039,Wisconsin,14,13.57,13.12,0,0.0,0.0
155,2021-08-05,USA-55037,55037,Wisconsin,0,0.17,3.88,0,0.0,0.0
156,2021-08-05,USA-55035,55035,Wisconsin,38,19.57,18.7,0,0.0,0.0
157,2021-08-05,USA-55033,55033,Wisconsin,11,7.14,15.74,0,0.0,0.0
158,2021-08-05,USA-55031,55031,Wisconsin,4,3.0,6.95,0,0.0,0.0
159,2021-08-05,USA-55029,55029,Wisconsin,7,2.86,10.33,0,0.0,0.0
160,2021-08-05,USA-55027,55027,Wisconsin,20,12.14,13.82,0,0.0,0.0
161,2021-08-05,USA-55025,55025,Wisconsin,128,83.86,15.34,0,0.0,0.0
162,2021-08-05,USA-55023,55023,Wisconsin,1,1.57,9.74,0,0.0,0.0
163,2021-08-05,USA-55021,55021,Wisconsin,12,7.0,12.17,0,0.0,0.0
164,2021-08-05,USA-55019,55019,Wisconsin,10,4.86,13.97,0,0.0,0.0
165,2021-08-05,USA-55017,55017,Wisconsin,22,16.71,25.85,0,0.0,0.0
166,2021-08-05,USA-55015,55015,Wisconsin,18,10.43,20.82,0,0.0,0.0
167,2021-08-05,USA-55013,55013,Wisconsin,0,1.71,11.12,0,0.0,0.0
168,2021-08-05,USA-55011,55011,Wisconsin,0,1.14,8.77,0,0.0,0.0
169,2021-08-05,USA-55009,55009,Wisconsin,75,46.14,17.44,0,0.0,0.0
170,2021-08-05,USA-55007,55007,Wisconsin,5,2.17,14.41,0,0.0,0.0
171,2021-08-05,USA-55005,55005,Wisconsin,2,4.29,9.47,0,0.0,0.0
172,2021-08-05,USA-55003,55003,Wisconsin,1,1.0,6.43,0,0.0,0.0
173,2021-08-05,USA-55001,55001,Wisconsin,9,2.86,14.13,0,0.0,0.0
174,2021-08-05,USA-54109,54109,West Virginia,9,7.14,35.02,0,0.0,0.0
175,2021-08-05,USA-54107,54107,West Virginia,10,11.43,13.68,0,0.0,0.0
176,2021-08-05,USA-54105,54105,West Virginia,0,1.0,17.18,0,0.0,0.0
177,2021-08-05,USA-54103,54103,West Virginia,10,4.57,30.34,0,0.0,0.0
178,2021-08-05,USA-54101,54101,West Virginia,0,3.71,45.78,0,0.0,0.0
179,2021-08-05,USA-54099,54099,West Virginia,8,8.57,21.75,0,0.29,0.73
180,2021-08-05,USA-54097,54097,West Virginia,19,6.0,24.82,1,0.14,0.59
181,2021-08-05,USA-54095,54095,West Virginia,-1,1.83,21.34,0,0.0,0.0
182,2021-08-05,USA-54093,54093,West Virginia,2,1.17,17.06,0,0.0,0.0
183,2021-08-05,USA-54091,54091,West Virginia,5,2.29,13.69,0,0.0,0.0
184,2021-08-05,USA-54089,54089,West Virginia,0,0.71,5.68,0,0.0,0.0
185,2021-08-05,USA-54087,54087,West Virginia,1,1.29,9.39,0,0.0,0.0
186,2021-08-05,USA-54085,54085,West Virginia,2,1.67,17.44,0,0.0,0.0
187,2021-08-05,USA-54083,54083,West Virginia,10,5.0,17.42,0,0.0,0.0
188,2021-08-05,USA-54081,54081,West Virginia,28,14.57,19.86,1,0.14,0.19
189,2021-08-05,USA-54079,54079,West Virginia,13,8.86,15.69,0,0.0,0.0
190,2021-08-05,USA-54077,54077,West Virginia,6,2.33,6.98,0,0.0,0.0
191,2021-08-05,USA-54075,54075,West Virginia,2,1.43,17.32,0,0.0,0.0
192,2021-08-05,USA-54073,54073,West Virginia,1,0.86,11.49,0,0.0,0.0
193,2021-08-05,USA-54071,54071,West Virginia,0,0.14,2.05,0,0.0,0.0
194,2021-08-05,USA-54069,54069,West Virginia,12,8.29,20.01,0,0.0,0.0
195,2021-08-05,USA-54067,54067,West Virginia,5,3.14,12.83,0,0.0,0.0
196,2021-08-05,USA-54065,54065,West Virginia,2,2.43,13.58,0,0.14,0.8
197,2021-08-05,USA-54063,54063,West Virginia,0,1.14,8.61,0,0.0,0.0
198,2021-08-05,USA-54061,54061,West Virginia,10,9.14,8.66,0,0.14,0.14
199,2021-08-05,USA-54059,54059,West Virginia,15,3.86,16.47,0,0.0,0.0
200,2021-08-05,USA-54057,54057,West Virginia,2,1.29,4.79,0,0.0,0.0
201,2021-08-05,USA-54055,54055,West Virginia,13,8.0,13.62,0,0.0,0.0
202,2021-08-05,USA-54047,54047,West Virginia,20,4.71,26.75,0,0.0,0.0
203,2021-08-05,USA-54053,54053,West Virginia,2,5.14,19.4,0,0.14,0.54
204,2021-08-05,USA-54051,54051,West Virginia,14,12.29,40.24,0,0.0,0.0
205,2021-08-05,USA-54049,54049,West Virginia,4,7.29,12.99,0,0.0,0.0
206,2021-08-05,USA-54045,54045,West Virginia,7,5.57,17.4,0,0.14,0.45
207,2021-08-05,USA-54043,54043,West Virginia,1,1.86,9.1,0,0.0,0.0
208,2021-08-05,USA-54041,54041,West Virginia,15,7.14,44.9,0,0.14,0.9
209,2021-08-05,USA-54039,54039,West Virginia,26,18.71,10.51,1,0.29,0.16
210,2021-08-05,USA-54037,54037,West Virginia,11,5.14,9.0,0,0.0,0.0
211,2021-08-05,USA-54035,54035,West Virginia,7,4.43,15.5,0,0.0,0.0
212,2021-08-05,USA-54033,54033,West Virginia,10,10.43,15.51,1,0.14,0.21
213,2021-08-05,USA-54031,54031,West Virginia,1,1.33,9.68,0,0.0,0.0
214,2021-08-05,USA-54029,54029,West Virginia,1,2.14,7.44,0,0.0,0.0
215,2021-08-05,USA-54027,54027,West Virginia,4,1.29,5.55,0,0.0,0.0
216,2021-08-05,USA-54025,54025,West Virginia,2,2.57,7.42,0,0.0,0.0
217,2021-08-05,USA-54023,54023,West Virginia,1,1.0,8.64,0,0.0,0.0
218,2021-08-05,USA-54021,54021,West Virginia,5,2.17,27.7,0,0.0,0.0
219,2021-08-05,USA-54019,54019,West Virginia,11,12.0,28.3,0,0.14,0.34
220,2021-08-05,USA-54017,54017,West Virginia,1,0.14,1.69,0,0.0,0.0
221,2021-08-05,USA-54015,54015,West Virginia,2,0.67,7.84,0,0.0,0.0
222,2021-08-05,USA-54013,54013,West Virginia,1,0.57,8.04,0,0.0,0.0
223,2021-08-05,USA-54011,54011,West Virginia,50,27.14,29.52,1,0.29,0.31
224,2021-08-05,USA-54009,54009,West Virginia,3,1.86,8.47,0,0.14,0.65
225,2021-08-05,USA-54007,54007,West Virginia,4,2.29,16.38,0,0.0,0.0
226,2021-08-05,USA-54005,54005,West Virginia,1,1.71,7.99,0,0.0,0.0
227,2021-08-05,USA-54003,54003,West Virginia,14,22.29,18.7,0,0.14,0.12
228,2021-08-05,USA-54001,54001,West Virginia,1,2.43,14.77,0,0.0,0.0
229,2021-08-05,USA-53077,53077,Washington,107,98.57,39.29,0,0.43,0.17
230,2021-08-05,USA-53075,53075,Washington,29,7.0,13.97,0,0.0,0.0
231,2021-08-05,USA-53073,53073,Washington,43,29.71,12.96,0,0.0,0.0
232,2021-08-05,USA-53071,53071,Washington,29,29.0,47.73,2,0.29,0.47
233,2021-08-05,USA-53069,53069,Washington,1,1.43,31.83,0,0.0,0.0
234,2021-08-05,USA-53067,53067,Washington,136,73.86,25.42,0,0.14,0.05
235,2021-08-05,USA-53065,53065,Washington,20,9.71,21.25,0,0.0,0.0
236,2021-08-05,USA-53063,53063,Washington,174,167.43,32.03,0,0.14,0.03
237,2021-08-05,USA-53061,53061,Washington,253,187.57,22.82,1,0.71,0.09
238,2021-08-05,USA-53059,53059,Washington,2,0.86,7.09,0,0.0,0.0
239,2021-08-05,USA-53057,53057,Washington,61,22.0,17.03,0,0.0,0.0
240,2021-08-05,USA-53055,53055,Washington,1,1.86,10.56,0,0.0,0.0
241,2021-08-05,USA-53053,53053,Washington,367,263.0,29.06,1,0.29,0.03
242,2021-08-05,USA-53051,53051,Washington,4,3.43,24.98,0,0.0,0.0
243,2021-08-05,USA-53049,53049,Washington,17,9.14,40.69,0,0.14,0.64
244,2021-08-05,USA-53047,53047,Washington,6,5.29,12.51,0,0.0,0.0
245,2021-08-05,USA-53045,53045,Washington,11,13.67,20.47,0,0.0,0.0
246,2021-08-05,USA-53043,53043,Washington,2,2.43,22.2,0,0.0,0.0
247,2021-08-05,USA-53041,53041,Washington,73,37.43,46.38,0,0.0,0.0
248,2021-08-05,USA-53039,53039,Washington,11,4.43,19.75,0,0.14,0.64
249,2021-08-05,USA-53037,53037,Washington,14,7.29,15.2,0,0.0,0.0
250,2021-08-05,USA-53035,53035,Washington,58,44.57,16.42,1,0.14,0.05
251,2021-08-05,USA-53033,53033,Washington,639,458.57,20.36,6,1.29,0.06
252,2021-08-05,USA-53031,53031,Washington,3,3.29,10.2,0,0.0,0.0
253,2021-08-05,USA-53029,53029,Washington,32,21.71,25.5,0,0.0,0.0
254,2021-08-05,USA-53027,53027,Washington,36,19.43,25.88,0,0.14,0.19
255,2021-08-05,USA-53025,53025,Washington,0,28.86,29.53,0,0.0,0.0
256,2021-08-05,USA-53023,53023,Washington,0,0.29,12.84,0,0.0,0.0
257,2021-08-05,USA-53021,53021,Washington,139,80.71,84.76,1,0.14,0.15
258,2021-08-05,USA-53019,53019,Washington,4,2.14,28.1,0,0.0,0.0
259,2021-08-05,USA-53017,53017,Washington,43,18.29,42.1,0,0.0,0.0
260,2021-08-05,USA-53015,53015,Washington,88,51.57,46.63,0,0.43,0.39
261,2021-08-05,USA-53013,53013,Washington,0,2.29,57.36,0,0.0,0.0
262,2021-08-05,USA-53011,53011,Washington,142,98.43,20.16,3,1.0,0.2
263,2021-08-05,USA-53009,53009,Washington,12,16.71,21.61,0,0.0,0.0
264,2021-08-05,USA-53007,53007,Washington,90,31.86,41.27,0,0.0,0.0
265,2021-08-05,USA-53005,53005,Washington,250,147.57,72.2,0,0.67,0.33
266,2021-08-05,USA-53003,53003,Washington,11,7.0,31.0,0,0.0,0.0
267,2021-08-05,USA-53001,53001,Washington,8,4.86,24.31,0,0.0,0.0
268,2021-08-05,USA-51199,51199,Virginia,19,12.14,17.78,0,0.0,0.0
269,2021-08-05,USA-51197,51197,Virginia,24,12.71,44.33,0,0.0,0.0
270,2021-08-05,USA-51195,51195,Virginia,11,10.57,28.28,1,0.14,0.38
271,2021-08-05,USA-51840,51840,Virginia,0,2.17,7.72,0,0.0,0.0
272,2021-08-05,USA-51830,51830,Virginia,5,1.86,12.42,0,0.0,0.0
273,2021-08-05,USA-51193,51193,Virginia,5,2.29,12.69,0,0.0,0.0
274,2021-08-05,USA-51820,51820,Virginia,2,2.33,10.31,0,0.14,0.63
275,2021-08-05,USA-51191,51191,Virginia,15,8.0,14.89,0,0.0,0.0
276,2021-08-05,USA-51187,51187,Virginia,16,9.86,24.54,0,0.0,0.0
277,2021-08-05,USA-51810,51810,Virginia,151,91.14,20.26,0,0.14,0.03
278,2021-08-05,USA-51185,51185,Virginia,11,7.29,17.95,0,0.0,0.0
279,2021-08-05,USA-51183,51183,Virginia,4,2.86,25.6,0,0.0,0.0
280,2021-08-05,USA-51181,51181,Virginia,5,1.0,15.57,0,0.0,0.0
281,2021-08-05,USA-51800,51800,Virginia,33,21.0,22.8,0,0.14,0.16
282,2021-08-05,USA-51790,51790,Virginia,4,1.86,7.45,0,0.0,0.0
283,2021-08-05,USA-51179,51179,Virginia,29,28.43,18.6,0,0.0,0.0
284,2021-08-05,USA-51177,51177,Virginia,29,24.14,17.72,0,0.0,0.0
285,2021-08-05,USA-51175,51175,Virginia,0,0.86,4.86,0,0.0,0.0
286,2021-08-05,USA-51173,51173,Virginia,7,5.43,18.03,0,0.0,0.0
287,2021-08-05,USA-51171,51171,Virginia,7,5.0,11.46,0,0.0,0.0
288,2021-08-05,USA-51169,51169,Virginia,3,5.29,24.51,0,0.0,0.0
289,2021-08-05,USA-51775,51775,Virginia,7,5.57,22.02,0,0.0,0.0
290,2021-08-05,USA-51167,51167,Virginia,6,1.57,5.91,0,0.0,0.0
291,2021-08-05,USA-51165,51165,Virginia,9,9.86,12.03,0,0.14,0.17
292,2021-08-05,USA-51163,51163,Virginia,0,1.43,6.33,0,0.0,0.0
293,2021-08-05,USA-51770,51770,Virginia,27,20.29,20.46,0,0.0,0.0
294,2021-08-05,USA-51161,51161,Virginia,40,23.43,24.87,1,0.14,0.15
295,2021-08-05,USA-51760,51760,Virginia,48,42.43,18.41,0,0.14,0.06
296,2021-08-05,USA-51159,51159,Virginia,0,1.71,19.0,0,0.0,0.0
297,2021-08-05,USA-51157,51157,Virginia,1,1.0,13.57,0,0.0,0.0
298,2021-08-05,USA-51750,51750,Virginia,6,3.86,21.14,0,0.0,0.0
299,2021-08-05,USA-51155,51155,Virginia,8,4.86,14.27,0,0.0,0.0
300,2021-08-05,USA-51153,51153,Virginia,74,64.43,13.7,0,0.0,0.0
301,2021-08-05,USA-51149,51149,Virginia,10,9.57,24.96,0,0.0,0.0
302,2021-08-05,USA-51147,51147,Virginia,1,2.14,9.4,0,0.0,0.0
303,2021-08-05,USA-51145,51145,Virginia,6,3.71,12.53,0,0.0,0.0
304,2021-08-05,USA-51740,51740,Virginia,24,18.29,19.37,0,0.0,0.0
305,2021-08-05,USA-51735,51735,Virginia,4,1.86,15.13,0,0.0,0.0
306,2021-08-05,USA-51143,51143,Virginia,17,10.14,16.81,0,0.14,0.24
307,2021-08-05,USA-51730,51730,Virginia,16,7.43,23.7,0,0.0,0.0
308,2021-08-05,USA-51141,51141,Virginia,4,2.43,13.79,0,0.0,0.0
309,2021-08-05,USA-51139,51139,Virginia,5,3.86,16.14,0,0.14,0.6
310,2021-08-05,USA-51137,51137,Virginia,0,4.57,12.34,0,0.0,0.0
311,2021-08-05,USA-51135,51135,Virginia,4,3.86,25.32,0,0.14,0.94
312,2021-08-05,USA-51720,51720,Virginia,1,3.14,78.95,0,0.0,0.0
313,2021-08-05,USA-51133,51133,Virginia,2,1.14,9.45,0,0.0,0.0
