,date,geoid,county,state,cases,cases_avg,cases_avg_per_100k,deaths,deaths_avg,deaths_avg_per_100k
773,2021-08-05,USA-47045,47045,Tennessee,11,12.71,34.22,0,0.0,0.0
774,2021-08-05,USA-47043,47043,Tennessee,35,15.57,28.86,0,0.14,0.26
775,2021-08-05,USA-47041,47041,Tennessee,4,4.0,19.52,0,0.0,0.0
776,2021-08-05,USA-47039,47039,Tennessee,9,2.71,23.27,0,0.0,0.0
777,2021-08-05,USA-47037,47037,Tennessee,0,235.14,33.88,3,1.33,0.19
778,2021-08-05,USA-47035,47035,Tennessee,47,27.14,44.85,0,0.0,0.0
779,2021-08-05,USA-47033,47033,Tennessee,12,10.86,76.3,1,0.14,1.0
780,2021-08-05,USA-47031,47031,Tennessee,26,12.57,22.24,0,0.17,0.29
781,2021-08-05,USA-47029,47029,Tennessee,21,16.43,45.63,0,0.14,0.4
782,2021-08-05,USA-47027,47027,Tennessee,1,0.71,9.38,0,0.0,0.0
783,2021-08-05,USA-47025,47025,Tennessee,11,6.71,21.01,0,0.14,0.45
784,2021-08-05,USA-47023,47023,Tennessee,18,10.14,58.64,0,0.0,0.0
785,2021-08-05,USA-47021,47021,Tennessee,9,11.14,27.4,0,0.0,0.0
786,2021-08-05,USA-47019,47019,Tennessee,11,14.29,25.33,0,0.14,0.25
787,2021-08-05,USA-47017,47017,Tennessee,12,8.43,30.35,0,0.0,0.0
788,2021-08-05,USA-47015,47015,Tennessee,1,2.43,16.55,0,0.0,0.0
789,2021-08-05,USA-47013,47013,Tennessee,20,8.14,20.44,0,0.0,0.0
790,2021-08-05,USA-47011,47011,Tennessee,65,42.14,38.98,0,0.14,0.13
791,2021-08-05,USA-47009,47009,Tennessee,70,46.43,34.89,0,0.14,0.11
792,2021-08-05,USA-47007,47007,Tennessee,5,8.71,57.85,0,0.0,0.0
793,2021-08-05,USA-47005,47005,Tennessee,5,5.57,34.48,0,0.0,0.0
794,2021-08-05,USA-47003,47003,Tennessee,11,9.0,18.1,0,0.14,0.29
795,2021-08-05,USA-47001,47001,Tennessee,24,18.86,24.5,0,0.0,0.0
796,2021-08-05,USA-46137,46137,South Dakota,0,0.0,0.0,0,0.0,0.0
797,2021-08-05,USA-46135,46135,South Dakota,0,0.71,3.13,0,0.0,0.0
798,2021-08-05,USA-46129,46129,South Dakota,0,0.0,0.0,0,0.0,0.0
799,2021-08-05,USA-46127,46127,South Dakota,0,1.14,7.17,0,0.0,0.0
800,2021-08-05,USA-46125,46125,South Dakota,0,0.14,1.7,0,0.0,0.0
801,2021-08-05,USA-46123,46123,South Dakota,0,0.0,0.0,0,0.0,0.0
802,2021-08-05,USA-46121,46121,South Dakota,0,0.14,1.4,0,0.0,0.0
803,2021-08-05,USA-46119,46119,South Dakota,0,0.0,0.0,0,0.0,0.0
804,2021-08-05,USA-46117,46117,South Dakota,0,0.0,0.0,0,0.0,0.0
805,2021-08-05,USA-46115,46115,South Dakota,0,0.29,4.48,0,0.0,0.0
806,2021-08-05,USA-46111,46111,South Dakota,0,0.0,0.0,0,0.0,0.0
807,2021-08-05,USA-46109,46109,South Dakota,0,0.14,1.37,0,0.0,0.0
808,2021-08-05,USA-46107,46107,South Dakota,0,0.43,19.91,0,0.0,0.0
809,2021-08-05,USA-46105,46105,South Dakota,0,0.14,4.99,0,0.0,0.0
810,2021-08-05,USA-46103,46103,South Dakota,0,11.0,9.67,0,0.14,0.13
811,2021-08-05,USA-46102,46102,South Dakota,0,0.71,5.04,0,0.0,0.0
812,2021-08-05,USA-46101,46101,South Dakota,0,1.14,17.38,0,0.0,0.0
813,2021-08-05,USA-46099,46099,South Dakota,0,15.14,7.84,0,0.0,0.0
814,2021-08-05,USA-46097,46097,South Dakota,0,0.29,12.89,0,0.0,0.0
815,2021-08-05,USA-46095,46095,South Dakota,0,0.0,0.0,0,0.0,0.0
816,2021-08-05,USA-46093,46093,South Dakota,0,2.14,7.56,0,0.0,0.0
817,2021-08-05,USA-46089,46089,South Dakota,0,0.0,0.0,0,0.0,0.0
818,2021-08-05,USA-46087,46087,South Dakota,0,0.0,0.0,0,0.0,0.0
819,2021-08-05,USA-46091,46091,South Dakota,0,0.0,0.0,0,0.0,0.0
820,2021-08-05,USA-46085,46085,South Dakota,0,0.14,3.78,0,0.0,0.0
821,2021-08-05,USA-46083,46083,South Dakota,0,2.14,3.51,0,0.0,0.0
822,2021-08-05,USA-46081,46081,South Dakota,0,1.43,5.53,0,0.14,0.55
823,2021-08-05,USA-46079,46079,South Dakota,0,0.14,1.12,0,0.0,0.0
824,2021-08-05,USA-46077,46077,South Dakota,0,0.0,0.0,0,0.0,0.0
825,2021-08-05,USA-46075,46075,South Dakota,0,0.0,0.0,0,0.0,0.0
826,2021-08-05,USA-46073,46073,South Dakota,0,0.0,0.0,0,0.0,0.0
827,2021-08-05,USA-46071,46071,South Dakota,0,0.29,8.54,0,0.0,0.0
828,2021-08-05,USA-46069,46069,South Dakota,0,0.0,0.0,0,0.0,0.0
829,2021-08-05,USA-46067,46067,South Dakota,0,0.0,0.0,0,0.0,0.0
830,2021-08-05,USA-46065,46065,South Dakota,0,1.14,6.52,0,0.14,0.82
831,2021-08-05,USA-46063,46063,South Dakota,0,0.0,0.0,0,0.0,0.0
832,2021-08-05,USA-46061,46061,South Dakota,0,0.0,0.0,0,0.0,0.0
833,2021-08-05,USA-46059,46059,South Dakota,0,0.14,4.48,0,0.0,0.0
834,2021-08-05,USA-46057,46057,South Dakota,0,0.0,0.0,0,0.0,0.0
835,2021-08-05,USA-46055,46055,South Dakota,0,0.0,0.0,0,0.0,0.0
836,2021-08-05,USA-46053,46053,South Dakota,0,0.0,0.0,0,0.0,0.0
837,2021-08-05,USA-46051,46051,South Dakota,0,0.14,2.03,0,0.0,0.0
838,2021-08-05,USA-46049,46049,South Dakota,0,0.0,0.0,0,0.14,6.21
839,2021-08-05,USA-46047,46047,South Dakota,0,0.57,8.51,0,0.0,0.0
840,2021-08-05,USA-46045,46045,South Dakota,0,0.14,3.73,0,0.0,0.0
841,2021-08-05,USA-46043,46043,South Dakota,0,0.14,4.89,0,0.0,0.0
842,2021-08-05,USA-46041,46041,South Dakota,0,0.86,14.55,0,0.0,0.0
843,2021-08-05,USA-46039,46039,South Dakota,0,1.29,29.55,0,0.0,0.0
844,2021-08-05,USA-46037,46037,South Dakota,0,0.29,5.27,0,0.0,0.0
845,2021-08-05,USA-46035,46035,South Dakota,0,1.0,5.06,0,0.0,0.0
846,2021-08-05,USA-46033,46033,South Dakota,0,1.57,17.51,0,0.0,0.0
847,2021-08-05,USA-46031,46031,South Dakota,0,0.86,20.98,0,0.0,0.0
848,2021-08-05,USA-46029,46029,South Dakota,0,1.86,6.63,0,0.0,0.0
849,2021-08-05,USA-46027,46027,South Dakota,0,0.14,1.02,0,0.0,0.0
850,2021-08-05,USA-46025,46025,South Dakota,0,0.0,0.0,0,0.0,0.0
851,2021-08-05,USA-46023,46023,South Dakota,0,0.43,4.61,0,0.14,1.54
852,2021-08-05,USA-46021,46021,South Dakota,0,0.14,10.38,0,0.0,0.0
853,2021-08-05,USA-46019,46019,South Dakota,0,0.86,8.22,0,0.14,1.37
854,2021-08-05,USA-46017,46017,South Dakota,0,0.0,0.0,0,0.0,0.0
855,2021-08-05,USA-46015,46015,South Dakota,0,0.14,2.7,0,0.0,0.0
856,2021-08-05,USA-46013,46013,South Dakota,0,1.29,3.31,0,0.0,0.0
857,2021-08-05,USA-46011,46011,South Dakota,0,2.86,8.15,0,0.0,0.0
858,2021-08-05,USA-46009,46009,South Dakota,0,0.29,4.14,0,0.0,0.0
859,2021-08-05,USA-46007,46007,South Dakota,0,0.29,8.49,0,0.0,0.0
860,2021-08-05,USA-46005,46005,South Dakota,0,0.0,0.0,0,0.14,0.77
861,2021-08-05,USA-46003,46003,South Dakota,0,0.0,0.0,0,0.0,0.0
862,2021-08-05,USA-45091,45091,South Carolina,142,113.43,40.37,0,0.14,0.05
863,2021-08-05,USA-45089,45089,South Carolina,12,10.43,34.34,0,0.29,0.94
864,2021-08-05,USA-45087,45087,South Carolina,18,8.29,30.33,0,0.0,0.0
865,2021-08-05,USA-45085,45085,South Carolina,49,59.57,55.82,0,0.0,0.0
866,2021-08-05,USA-45083,45083,South Carolina,161,117.14,36.63,1,0.14,0.04
867,2021-08-05,USA-45081,45081,South Carolina,11,4.0,19.54,0,0.0,0.0
868,2021-08-05,USA-45079,45079,South Carolina,271,219.29,52.74,0,0.29,0.07
869,2021-08-05,USA-45077,45077,South Carolina,71,42.71,33.66,2,0.29,0.23
870,2021-08-05,USA-45075,45075,South Carolina,24,29.14,33.82,0,0.0,0.0
871,2021-08-05,USA-45073,45073,South Carolina,28,21.29,26.76,0,0.43,0.54
872,2021-08-05,USA-45071,45071,South Carolina,41,19.29,50.17,0,0.0,0.0
873,2021-08-05,USA-45065,45065,South Carolina,3,2.5,26.42,0,0.0,0.0
874,2021-08-05,USA-45069,45069,South Carolina,31,11.43,43.76,0,0.0,0.0
875,2021-08-05,USA-45067,45067,South Carolina,11,9.14,29.82,0,0.0,0.0
876,2021-08-05,USA-45063,45063,South Carolina,248,178.14,59.63,1,0.29,0.1
877,2021-08-05,USA-45061,45061,South Carolina,4,3.57,21.22,0,0.0,0.0
878,2021-08-05,USA-45059,45059,South Carolina,14,8.29,12.28,0,0.0,0.0
879,2021-08-05,USA-45057,45057,South Carolina,34,25.86,26.38,0,0.0,0.0
880,2021-08-05,USA-45055,45055,South Carolina,37,39.43,59.25,0,0.14,0.21
881,2021-08-05,USA-45053,45053,South Carolina,19,14.86,49.4,0,0.0,0.0
882,2021-08-05,USA-45051,45051,South Carolina,230,224.29,63.34,0,0.33,0.09
883,2021-08-05,USA-45049,45049,South Carolina,5,7.0,36.42,1,0.14,0.74
884,2021-08-05,USA-45047,45047,South Carolina,37,16.0,22.6,0,0.14,0.2
885,2021-08-05,USA-45045,45045,South Carolina,198,161.57,30.86,1,0.67,0.13
886,2021-08-05,USA-45043,45043,South Carolina,30,27.57,43.99,0,0.14,0.23
887,2021-08-05,USA-45041,45041,South Carolina,51,50.14,36.26,0,0.14,0.1
888,2021-08-05,USA-45039,45039,South Carolina,4,8.86,39.63,0,0.0,0.0
889,2021-08-05,USA-45037,45037,South Carolina,8,6.0,22.01,0,0.0,0.0
890,2021-08-05,USA-45035,45035,South Carolina,149,133.29,81.87,0,0.0,0.0
891,2021-08-05,USA-45033,45033,South Carolina,13,7.86,25.78,0,0.0,0.0
892,2021-08-05,USA-45031,45031,South Carolina,17,22.0,33.02,0,0.0,0.0
893,2021-08-05,USA-45029,45029,South Carolina,21,16.57,43.98,0,0.14,0.38
894,2021-08-05,USA-45027,45027,South Carolina,15,19.29,57.15,0,0.0,0.0
895,2021-08-05,USA-45025,45025,South Carolina,37,14.0,30.67,0,0.0,0.0
896,2021-08-05,USA-45023,45023,South Carolina,12,12.71,39.43,0,0.14,0.44
897,2021-08-05,USA-45021,45021,South Carolina,17,17.71,30.91,0,0.0,0.0
898,2021-08-05,USA-45019,45019,South Carolina,262,224.14,54.48,0,0.29,0.07
899,2021-08-05,USA-45017,45017,South Carolina,4,2.71,18.65,0,0.0,0.0
900,2021-08-05,USA-45015,45015,South Carolina,153,132.14,57.98,1,0.29,0.13
901,2021-08-05,USA-45013,45013,South Carolina,94,98.71,51.38,2,0.29,0.15
902,2021-08-05,USA-45011,45011,South Carolina,8,6.14,29.44,0,0.0,0.0
903,2021-08-05,USA-45009,45009,South Carolina,2,2.14,15.23,0,0.0,0.0
904,2021-08-05,USA-45007,45007,South Carolina,107,66.71,32.94,0,0.43,0.21
905,2021-08-05,USA-45005,45005,South Carolina,3,3.0,34.53,0,0.0,0.0
906,2021-08-05,USA-45003,45003,South Carolina,121,78.71,46.07,0,0.29,0.17
907,2021-08-05,USA-45001,45001,South Carolina,8,7.0,28.54,0,0.0,0.0
908,2021-08-05,USA-44999,44999,Rhode Island,240,178.67,,0,0.43,
909,2021-08-05,USA-44009,44009,Rhode Island,0,14.14,11.26,0,0.0,0.0
910,2021-08-05,USA-44007,44007,Rhode Island,0,86.86,13.59,0,0.14,0.02
911,2021-08-05,USA-44005,44005,Rhode Island,0,16.14,19.67,0,0.0,0.0
912,2021-08-05,USA-44003,44003,Rhode Island,0,17.71,10.78,0,0.0,0.0
913,2021-08-05,USA-44001,44001,Rhode Island,0,4.57,9.43,0,0.0,0.0
914,2021-08-05,USA-42133,42133,Pennsylvania,53,39.71,8.84,0,0.0,0.0
915,2021-08-05,USA-42131,42131,Pennsylvania,2,2.57,9.6,0,0.0,0.0
916,2021-08-05,USA-42129,42129,Pennsylvania,34,28.29,8.11,0,0.43,0.12
917,2021-08-05,USA-42127,42127,Pennsylvania,8,5.29,10.29,0,0.0,0.0
918,2021-08-05,USA-42125,42125,Pennsylvania,24,17.71,8.56,1,0.14,0.07
919,2021-08-05,USA-42123,42123,Pennsylvania,1,1.0,2.55,0,0.0,0.0
920,2021-08-05,USA-42121,42121,Pennsylvania,3,2.43,4.79,0,0.0,0.0
921,2021-08-05,USA-42119,42119,Pennsylvania,1,2.43,5.41,0,0.14,0.32
922,2021-08-05,USA-42117,42117,Pennsylvania,6,1.71,4.22,0,0.14,0.35
923,2021-08-05,USA-42115,42115,Pennsylvania,2,1.57,3.9,0,0.0,0.0
924,2021-08-05,USA-42113,42113,Pennsylvania,1,0.29,4.71,0,0.0,0.0
925,2021-08-05,USA-42111,42111,Pennsylvania,10,6.0,8.17,0,0.0,0.0
926,2021-08-05,USA-42109,42109,Pennsylvania,6,2.29,5.66,0,0.0,0.0
927,2021-08-05,USA-42107,42107,Pennsylvania,7,9.14,6.47,0,0.0,0.0
928,2021-08-05,USA-42105,42105,Pennsylvania,9,2.43,14.7,0,0.0,0.0
929,2021-08-05,USA-42103,42103,Pennsylvania,7,6.29,11.26,0,0.0,0.0
930,2021-08-05,USA-42101,42101,Pennsylvania,202,180.43,11.39,1,1.0,0.06
931,2021-08-05,USA-42099,42099,Pennsylvania,8,4.14,8.95,0,0.0,0.0
932,2021-08-05,USA-42097,42097,Pennsylvania,7,6.0,6.6,0,0.0,0.0
933,2021-08-05,USA-42095,42095,Pennsylvania,48,52.43,17.17,0,0.0,0.0
934,2021-08-05,USA-42093,42093,Pennsylvania,1,2.29,12.54,0,0.0,0.0
935,2021-08-05,USA-42091,42091,Pennsylvania,121,91.71,11.04,0,0.29,0.03
936,2021-08-05,USA-42089,42089,Pennsylvania,12,21.57,12.67,0,0.14,0.08
937,2021-08-05,USA-42087,42087,Pennsylvania,1,2.0,4.33,0,0.0,0.0
938,2021-08-05,USA-42085,42085,Pennsylvania,19,7.71,7.05,0,0.0,0.0
939,2021-08-05,USA-42083,42083,Pennsylvania,1,0.83,2.05,0,0.0,0.0
940,2021-08-05,USA-42081,42081,Pennsylvania,16,9.0,7.94,0,0.14,0.13
941,2021-08-05,USA-42079,42079,Pennsylvania,52,34.29,10.8,1,0.29,0.09
942,2021-08-05,USA-42077,42077,Pennsylvania,53,38.43,10.41,0,0.71,0.19
943,2021-08-05,USA-42075,42075,Pennsylvania,13,13.43,9.47,0,0.0,0.0
944,2021-08-05,USA-42073,42073,Pennsylvania,10,11.71,13.7,1,0.14,0.17
945,2021-08-05,USA-42071,42071,Pennsylvania,83,61.57,11.28,1,0.43,0.08
946,2021-08-05,USA-42069,42069,Pennsylvania,24,15.43,7.36,0,0.14,0.07
947,2021-08-05,USA-42067,42067,Pennsylvania,-1,1.0,4.04,0,0.0,0.0
948,2021-08-05,USA-42065,42065,Pennsylvania,4,1.57,3.62,0,0.0,0.0
949,2021-08-05,USA-42063,42063,Pennsylvania,9,6.71,7.99,0,0.0,0.0
950,2021-08-05,USA-42061,42061,Pennsylvania,3,3.0,6.65,0,0.0,0.0
951,2021-08-05,USA-42059,42059,Pennsylvania,5,3.14,8.67,0,0.0,0.0
952,2021-08-05,USA-42057,42057,Pennsylvania,2,1.29,8.85,0,0.0,0.0
953,2021-08-05,USA-42055,42055,Pennsylvania,24,16.29,10.51,0,0.0,0.0
954,2021-08-05,USA-42053,42053,Pennsylvania,0,0.0,0.0,0,0.0,0.0
955,2021-08-05,USA-42051,42051,Pennsylvania,9,6.71,5.19,0,0.0,0.0
956,2021-08-05,USA-42049,42049,Pennsylvania,26,21.14,7.84,1,0.14,0.05
957,2021-08-05,USA-42047,42047,Pennsylvania,2,0.86,2.87,0,0.0,0.0
958,2021-08-05,USA-42045,42045,Pennsylvania,71,56.0,9.88,0,0.29,0.05
959,2021-08-05,USA-42043,42043,Pennsylvania,45,31.14,11.19,1,0.43,0.15
960,2021-08-05,USA-42041,42041,Pennsylvania,39,25.43,10.04,0,0.43,0.17
961,2021-08-05,USA-42039,42039,Pennsylvania,12,7.86,9.28,0,0.0,0.0
962,2021-08-05,USA-42037,42037,Pennsylvania,4,3.57,5.5,0,0.0,0.0
963,2021-08-05,USA-42035,42035,Pennsylvania,6,3.33,8.63,0,0.0,0.0
964,2021-08-05,USA-42033,42033,Pennsylvania,11,8.57,10.82,0,0.14,0.18
965,2021-08-05,USA-42031,42031,Pennsylvania,6,3.0,7.8,0,0.0,0.0
966,2021-08-05,USA-42029,42029,Pennsylvania,71,47.29,9.01,0,0.14,0.03
967,2021-08-05,USA-42027,42027,Pennsylvania,14,11.57,7.13,0,0.0,0.0
968,2021-08-05,USA-42025,42025,Pennsylvania,6,4.86,7.57,0,0.0,0.0
969,2021-08-05,USA-42023,42023,Pennsylvania,0,0.0,0.0,0,0.14,3.21
970,2021-08-05,USA-42021,42021,Pennsylvania,10,10.71,8.23,0,0.0,0.0
971,2021-08-05,USA-42019,42019,Pennsylvania,34,19.14,10.19,0,0.0,0.0
972,2021-08-05,USA-42017,42017,Pennsylvania,82,65.71,10.46,0,0.14,0.02
973,2021-08-05,USA-42015,42015,Pennsylvania,4,2.29,3.79,0,0.14,0.24
974,2021-08-05,USA-42013,42013,Pennsylvania,10,4.86,3.99,0,0.0,0.0
975,2021-08-05,USA-42011,42011,Pennsylvania,46,31.86,7.56,0,0.14,0.03
976,2021-08-05,USA-42009,42009,Pennsylvania,10,5.0,10.44,0,0.0,0.0
977,2021-08-05,USA-42007,42007,Pennsylvania,42,21.57,13.16,0,0.43,0.26
978,2021-08-05,USA-42005,42005,Pennsylvania,2,2.29,3.53,0,0.0,0.0
979,2021-08-05,USA-42003,42003,Pennsylvania,220,133.29,10.96,0,0.43,0.04
980,2021-08-05,USA-42001,42001,Pennsylvania,18,12.86,12.48,0,0.0,0.0
981,2021-08-05,USA-41071,41071,Oregon,27,17.57,16.41,0,0.14,0.13
982,2021-08-05,USA-41069,41069,Oregon,1,1.14,85.8,0,0.0,0.0
983,2021-08-05,USA-41067,41067,Oregon,99,73.0,12.13,0,0.14,0.02
984,2021-08-05,USA-41065,41065,Oregon,15,10.71,40.16,0,0.0,0.0
985,2021-08-05,USA-41063,41063,Oregon,8,4.0,55.49,0,0.0,0.0
986,2021-08-05,USA-41061,41061,Oregon,6,13.43,50.04,4,0.57,2.13
987,2021-08-05,USA-41059,41059,Oregon,87,66.43,85.22,0,0.0,0.0
988,2021-08-05,USA-41057,41057,Oregon,17,9.43,34.87,0,0.0,0.0
989,2021-08-05,USA-41055,41055,Oregon,0,0.14,8.03,0,0.0,0.0
990,2021-08-05,USA-41053,41053,Oregon,50,23.0,26.72,0,0.0,0.0
991,2021-08-05,USA-41051,41051,Oregon,171,124.71,15.34,0,0.0,0.0
992,2021-08-05,USA-41049,41049,Oregon,22,7.0,60.33,0,0.0,0.0
993,2021-08-05,USA-41047,41047,Oregon,82,66.43,19.1,0,0.14,0.04
994,2021-08-05,USA-41045,41045,Oregon,16,8.71,28.51,1,0.14,0.47
995,2021-08-05,USA-41043,41043,Oregon,37,33.86,26.09,0,0.0,0.0
996,2021-08-05,USA-41041,41041,Oregon,22,11.14,22.3,1,0.14,0.29
997,2021-08-05,USA-41039,41039,Oregon,117,102.0,26.7,0,0.29,0.07
998,2021-08-05,USA-41037,41037,Oregon,0,0.0,0.0,0,0.0,0.0
999,2021-08-05,USA-41035,41035,Oregon,23,9.14,13.4,0,0.0,0.0
1000,2021-08-05,USA-41033,41033,Oregon,85,47.0,53.72,0,0.14,0.16
1001,2021-08-05,USA-41031,41031,Oregon,12,6.71,27.23,0,0.0,0.0
1002,2021-08-05,USA-41029,41029,Oregon,57,110.71,50.11,2,1.0,0.45
1003,2021-08-05,USA-41027,41027,Oregon,3,4.71,20.16,0,0.0,0.0
1004,2021-08-05,USA-41025,41025,Oregon,3,1.57,21.26,0,0.0,0.0
1005,2021-08-05,USA-41023,41023,Oregon,2,0.71,9.92,0,0.0,0.0
1006,2021-08-05,USA-41021,41021,Oregon,1,0.29,14.94,0,0.0,0.0
1007,2021-08-05,USA-41019,41019,Oregon,77,58.71,52.91,0,0.86,0.77
1008,2021-08-05,USA-41017,41017,Oregon,86,42.71,21.61,0,0.0,0.0
1009,2021-08-05,USA-41015,41015,Oregon,12,14.0,61.07,0,0.0,0.0
1010,2021-08-05,USA-41013,41013,Oregon,22,11.0,45.07,0,0.0,0.0
1011,2021-08-05,USA-41011,41011,Oregon,29,19.29,29.91,0,0.14,0.22
1012,2021-08-05,USA-41009,41009,Oregon,29,12.14,23.19,0,0.0,0.0
1013,2021-08-05,USA-41007,41007,Oregon,31,15.0,37.29,0,0.14,0.36
1014,2021-08-05,USA-41005,41005,Oregon,88,78.43,18.75,0,0.0,0.0
1015,2021-08-05,USA-41003,41003,Oregon,23,16.86,18.12,0,0.0,0.0
1016,2021-08-05,USA-41001,41001,Oregon,12,11.29,69.99,0,0.14,0.89
1017,2021-08-05,USA-40999,40999,Oklahoma,2342,1777.0,,0,0.0,
1018,2021-08-05,USA-40153,40153,Oklahoma,0,2.71,13.43,0,0.0,0.0
1019,2021-08-05,USA-40151,40151,Oklahoma,0,4.14,47.12,0,0.0,0.0
1020,2021-08-05,USA-40149,40149,Oklahoma,0,2.43,22.25,0,0.0,0.0
1021,2021-08-05,USA-40147,40147,Oklahoma,0,37.43,72.64,0,0.57,1.11
1022,2021-08-05,USA-40145,40145,Oklahoma,0,34.57,42.53,0,0.14,0.18
1023,2021-08-05,USA-40143,40143,Oklahoma,0,333.86,51.24,0,0.71,0.11
1024,2021-08-05,USA-40141,40141,Oklahoma,0,2.29,31.53,0,0.0,0.0
1025,2021-08-05,USA-40139,40139,Oklahoma,0,1.71,8.58,0,0.0,0.0
1026,2021-08-05,USA-40137,40137,Oklahoma,0,19.29,44.7,0,0.0,0.0
1027,2021-08-05,USA-40135,40135,Oklahoma,0,23.71,57.05,0,0.0,0.0
1028,2021-08-05,USA-40133,40133,Oklahoma,0,5.86,24.15,0,0.0,0.0
1029,2021-08-05,USA-40131,40131,Oklahoma,0,60.14,65.05,0,0.14,0.15
1030,2021-08-05,USA-40129,40129,Oklahoma,0,0.57,15.95,0,0.0,0.0
1031,2021-08-05,USA-40127,40127,Oklahoma,0,8.0,72.1,0,0.14,1.29
1032,2021-08-05,USA-40125,40125,Oklahoma,0,27.43,37.78,0,0.14,0.2
1033,2021-08-05,USA-40123,40123,Oklahoma,0,9.57,25.0,0,0.0,0.0
1034,2021-08-05,USA-40121,40121,Oklahoma,0,15.86,36.32,0,0.0,0.0
1035,2021-08-05,USA-40119,40119,Oklahoma,0,21.14,25.85,0,0.14,0.17
1036,2021-08-05,USA-40117,40117,Oklahoma,0,9.71,59.32,0,0.0,0.0
1037,2021-08-05,USA-40115,40115,Oklahoma,0,20.86,67.01,0,0.14,0.46
1038,2021-08-05,USA-40113,40113,Oklahoma,0,19.57,41.67,0,0.0,0.0
1039,2021-08-05,USA-40111,40111,Oklahoma,0,17.14,44.57,0,0.29,0.74
1040,2021-08-05,USA-40109,40109,Oklahoma,0,245.0,30.72,0,0.86,0.11
1041,2021-08-05,USA-40107,40107,Oklahoma,0,5.71,47.65,0,0.0,0.0
1042,2021-08-05,USA-40105,40105,Oklahoma,0,5.29,52.46,0,0.0,0.0
1043,2021-08-05,USA-40103,40103,Oklahoma,0,3.43,30.8,0,0.0,0.0
1044,2021-08-05,USA-40101,40101,Oklahoma,0,41.43,60.93,0,0.14,0.21
1045,2021-08-05,USA-40099,40099,Oklahoma,0,5.0,35.53,0,0.0,0.0
1046,2021-08-05,USA-40091,40091,Oklahoma,0,7.71,39.37,0,0.14,0.73
1047,2021-08-05,USA-40089,40089,Oklahoma,0,13.14,40.03,0,0.0,0.0
1048,2021-08-05,USA-40087,40087,Oklahoma,0,24.86,61.42,0,0.14,0.35
1049,2021-08-05,USA-40097,40097,Oklahoma,0,25.0,60.83,0,0.14,0.35
1050,2021-08-05,USA-40095,40095,Oklahoma,0,7.43,43.88,0,0.0,0.0
1051,2021-08-05,USA-40093,40093,Oklahoma,0,1.71,22.47,0,0.0,0.0
1052,2021-08-05,USA-40085,40085,Oklahoma,0,4.29,41.8,0,0.0,0.0
1053,2021-08-05,USA-40083,40083,Oklahoma,0,15.86,33.03,0,0.14,0.3
1054,2021-08-05,USA-40081,40081,Oklahoma,0,12.86,36.86,0,0.14,0.41
1055,2021-08-05,USA-40079,40079,Oklahoma,0,16.29,32.67,0,0.29,0.57
1056,2021-08-05,USA-40077,40077,Oklahoma,0,3.29,32.62,0,0.0,0.0
1057,2021-08-05,USA-40075,40075,Oklahoma,0,2.71,31.17,0,0.0,0.0
1058,2021-08-05,USA-40073,40073,Oklahoma,0,4.29,27.18,0,0.0,0.0
1059,2021-08-05,USA-40071,40071,Oklahoma,0,12.29,28.22,0,0.0,0.0
1060,2021-08-05,USA-40069,40069,Oklahoma,0,4.86,43.82,0,0.0,0.0
1061,2021-08-05,USA-40067,40067,Oklahoma,0,1.71,28.56,0,0.0,0.0
1062,2021-08-05,USA-40065,40065,Oklahoma,0,4.57,18.64,0,0.0,0.0
1063,2021-08-05,USA-40063,40063,Oklahoma,0,3.57,26.9,0,0.0,0.0
1064,2021-08-05,USA-40061,40061,Oklahoma,0,5.43,42.99,0,0.14,1.13
1065,2021-08-05,USA-40059,40059,Oklahoma,0,0.29,7.75,0,0.0,0.0
1066,2021-08-05,USA-40057,40057,Oklahoma,0,0.71,26.92,0,0.0,0.0
1067,2021-08-05,USA-40055,40055,Oklahoma,0,0.43,7.5,0,0.0,0.0
1068,2021-08-05,USA-40053,40053,Oklahoma,0,2.14,49.45,0,0.0,0.0
1069,2021-08-05,USA-40051,40051,Oklahoma,0,15.71,28.14,0,0.14,0.26
1070,2021-08-05,USA-40049,40049,Oklahoma,0,11.0,39.7,0,0.0,0.0
1071,2021-08-05,USA-40047,40047,Oklahoma,0,14.29,23.4,0,0.0,0.0
1072,2021-08-05,USA-40045,40045,Oklahoma,0,0.0,0.0,0,0.0,0.0
1073,2021-08-05,USA-40043,40043,Oklahoma,0,0.86,17.52,0,0.0,0.0
1074,2021-08-05,USA-40041,40041,Oklahoma,0,22.0,51.15,0,0.29,0.66
1075,2021-08-05,USA-40039,40039,Oklahoma,0,6.14,21.18,0,0.0,0.0
1076,2021-08-05,USA-40037,40037,Oklahoma,0,40.43,56.53,0,0.14,0.2
1077,2021-08-05,USA-40035,40035,Oklahoma,0,14.71,104.05,0,0.29,2.02
1078,2021-08-05,USA-40033,40033,Oklahoma,0,0.86,15.13,0,0.0,0.0
1079,2021-08-05,USA-40031,40031,Oklahoma,0,62.0,51.35,0,0.29,0.24
1080,2021-08-05,USA-40029,40029,Oklahoma,0,1.57,28.6,0,0.0,0.0
1081,2021-08-05,USA-40027,40027,Oklahoma,0,94.0,33.1,0,0.43,0.15
1082,2021-08-05,USA-40025,40025,Oklahoma,0,0.29,13.37,0,0.0,0.0
1083,2021-08-05,USA-40023,40023,Oklahoma,0,5.43,37.0,0,0.0,0.0
